Date,LF98TRUU,LUACTRUU,BCOMTR,Russell2000,Russell1000,SPXT
3/31/1987,178.39,363.58,56.3854,165.9872,156.4151,439.219
2/27/1987,177.17,365.04,53.4646,161.7985,153.7361,426.9016
1/30/1987,173.49,362.85,55.7951,149.4496,147.8317,410.6742
12/31/1986,166.6,355.1,54.1616,134.0508,131.1228,361.9367
11/28/1986,167.08,351.93,53.1531,138.2838,135.1283,371.4151
10/31/1986,167.53,346.93,53.3866,138.9678,133.2504,362.602
9/30/1986,163.73,341.21,53.1363,133.7852,126.7843,342.8312
8/29/1986,161.79,342.19,51.6328,142.8145,138.6137,373.7277
7/31/1986,159.34,335.31,48.4138,138.666,129.8535,347.9264
6/30/1986,160.95,333.8,48.3189,153.1475,137.927,368.5396
5/30/1986,159.18,327.65,49.8905,153.5217,135.9815,362.4151
4/30/1986,157.45,331.29,51.2136,148.6127,129.5465,344.1081
3/31/1986,154.99,329.5,48.9144,146.5928,131.1956,348.0268
2/28/1986,149.25,321.67,49.4661,140.0099,124.7763,329.6362
1/31/1986,143.72,306.99,52.9198,130.86,116.3854,306.7104
12/31/1985,141.85,304.72,55.9935,128.9567,115.371,305.007
11/29/1985,136.71,295.02,55.7099,123.742,110.8556,290.9331
10/31/1985,133.39,287.6,55.388,115.9078,104.0513,272.2585
9/30/1985,133.04,280.76,53.0654,111.8559,99.6036,260.2385
8/30/1985,131.78,280.59,51.9899,119.2515,103.6508,268.6411
7/31/1985,129.18,274.08,51.509,120.7081,104.6756,270.9687
6/28/1985,128.1,275.21,51.4467,117.5535,105.5547,271.3647
5/31/1985,126.5,273.05,51.9478,116.4349,103.9109,267.1784
4/30/1985,121.36,256.72,52.3352,112.552,98.5632,252.5849
3/29/1985,119.18,251.11,53.6455,114.1132,98.8701,252.8228
2/28/1985,118.67,246.33,49.585,116.7125,99.2342,252.6554
1/31/1985,117.19,252.75,51.091,113.9603,98.147,249.5985
12/31/1984,112.9,245.62,50.2089,100.7825,91.0878,231.5574
11/30/1984,113,242.5,51.9879,99.4064,89.1162,225.613
10/31/1984,111.98,238.39,52.7978,102.3438,90.3908,228.1681
9/28/1984,108.41,226.81,52.6381,104.4321,90.4376,227.2924
8/31/1984,105.95,220.22,53.6114,105.4702,90.6509,227.2378
7/31/1984,103.3,215.39,51.1324,94.5779,81.8282,204.6363
6/29/1984,100.93,204.2,56.155,99.5955,83.3212,207.2064
5/31/1984,99.37,201.48,57.9618,97.0686,81.6409,202.8015
4/30/1984,103.31,209.31,55.9027,102.6174,86.7389,214.686
3/30/1984,104.66,211.14,56.9864,103.3738,86.4632,212.6686
2/29/1984,105.64,213.99,55.0328,102.9956,85.4904,209.0483
1/31/1984,106.56,216.5,53.1631,109.4336,89.4544,216.6725
12/30/1983,102.92,210.61,55.1738,111.4776,91.1554,217.8879
11/30/1983,103.62,211.27,54.4145,113.8557,92.2843,219.0331
10/31/1983,102.91,208.76,53.4022,108.4035,90.4636,214.5081
9/30/1983,101.94,208.85,56.4019,116.6039,92.6432,217.0171
8/31/1983,99.41,201.55,58.0218,114.7932,91.4312,214.0614
7/29/1983,98.21,200.49,53.636,119.5855,90.9526,210.8959
